,_Candidate__num_code,_Candidate__party,_Candidate__number,_Candidate__marital_status,_Candidate__profession,_Candidate__schooling,_Candidate__state,_Candidate__status,_Candidate__patrimony,_Candidate__spent,_Candidate__votes,_Candidate__reelected,_Person__name,_Person__age,_Person__gender,_Person__color
10,10001614240,AGIR - AGIR,3678,CASADO(A),SERVIDOR PÚBLICO MUNICIPAL,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,52,False,PROF COSTA,31.0,MASCULINO,PARDA
11,10001614198,PT - PARTIDO DOS TRABALHADORES,1300,DIVORCIADO(A),SOCIÓLOGO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,325632.00,0,899,False,MARIA SANTIAGO,60.0,FEMININO,PRETA
12,10001649417,PSB - PARTIDO SOCIALISTA BRASILEIRO,4088,SOLTEIRO(A),CABELEIREIRO E BARBEIRO,ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,30000.00,0,245,False,KELLY CRISTINA ,44.0,FEMININO,PRETA
13,10001622405,PDT - PARTIDO DEMOCRÁTICO TRABALHISTA,1225,CASADO(A),OUTROS,SUPERIOR INCOMPLETO,ACRE - AC,NÃO ELEITO,400000.00,0,314,False,RAYNER NERI,34.0,MASCULINO,PARDA
14,10001649416,PSB - PARTIDO SOCIALISTA BRASILEIRO,4000,CASADO(A),PROFESSOR DE ENSINO MÉDIO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,241428.41,0,682,False,EVANDRO ROSAS BARÃO,59.0,MASCULINO,PARDA
15,10001614195,PT - PARTIDO DOS TRABALHADORES,1313,CASADO(A),APOSENTADO (EXCETO SERVIDOR PÚBLICO),ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,363303.12,0,3893,False,FRANCIMAR FERNANDES,76.0,MASCULINO,PARDA
16,10001606127,PROS - PARTIDO REPUBLICANO DA ORDEM SOCIAL,9044,CASADO(A),ADMINISTRADOR,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,22,False,EDNA NANTES,45.0,FEMININO,BRANCA
17,10001655720,PODE - PODEMOS,1919,CASADO(A),MÉDICO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,41221.57,0,5919,False,RODRIGO DAMASCENO,39.0,MASCULINO,BRANCA
18,10001655724,PODE - PODEMOS,1933,DIVORCIADO(A),OUTROS,ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,381,False,MARCELO BIMBI,38.0,MASCULINO,PARDA
19,10001655721,PODE - PODEMOS,1900,DIVORCIADO(A),OUTROS,ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,3328,False,ARTUR NETO,48.0,MASCULINO,BRANCA
20,10001642334,MDB - MOVIMENTO DEMOCRÁTICO BRASILEIRO,1567,CASADO(A),EMPRESÁRIO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,1772779.42,0,3017,False,RAPHAEL BASTOS,35.0,MASCULINO,PRETA
21,10001716341,PSDB - PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,4545,CASADO(A),ENGENHEIRO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,63525166.36,0,3491,False,SÉRGIO BARROS,70.0,MASCULINO,PARDA
22,10001612488,UNIÃO - UNIÃO BRASIL,4444,CASADO(A),MÉDICO,SUPERIOR COMPLETO,ACRE - AC,SUPLENTE,2115805.92,0,12608,False,DR FABIO RUEDA,45.0,MASCULINO,BRANCA
23,10001716346,PSDB - PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,4500,CASADO(A),PROFESSOR DE ENSINO SUPERIOR,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,300000.00,0,19077,False,MINORU KINPARA,54.0,MASCULINO,PARDA
24,10001601533,PSD - PARTIDO SOCIAL DEMOCRÁTICO,5588,CASADO(A),OUTROS,ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,400000.00,0,1497,False,JUAREZ LEITÃO,57.0,MASCULINO,BRANCA
25,10001655719,PODE - PODEMOS,1920,SOLTEIRO(A),OUTROS,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,200000.00,0,731,False,LOY REGO,65.0,MASCULINO,PARDA
26,10001614243,AGIR - AGIR,3663,SOLTEIRO(A),SERVIDOR PÚBLICO FEDERAL,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,105,False,SARAIVA GAMA,46.0,MASCULINO,PARDA
27,10001655718,PODE - PODEMOS,1909,SOLTEIRO(A),ENGENHEIRO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,1921,False,IZABELLE ARAÚJO,27.0,FEMININO,BRANCA
28,10001716348,CIDADANIA - CIDADANIA,2345,CASADO(A),VIGILANTE,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,273,False,CARLOS LEANDRO,39.0,MASCULINO,PARDA
29,10001643699,SOLIDARIEDADE - SOLIDARIEDADE,7770,DIVORCIADO(A),ADVOGADO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,379,False,ISNAILDA,46.0,FEMININO,PARDA
30,10001716340,PSDB - PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,4511,CASADO(A),ADMINISTRADOR,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,1005500.00,0,3887,False,NORMANDO SALES,65.0,MASCULINO,PARDA
31,10001601539,PSD - PARTIDO SOCIAL DEMOCRÁTICO,5500,CASADO(A),ENFERMEIRO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,436000.00,0,933,False,MOISES MEDEIROS,45.0,MASCULINO,PARDA
32,10001621646,PP - PROGRESSISTAS,1122,SOLTEIRO(A),COMERCIANTE,ENSINO FUNDAMENTAL INCOMPLETO,ACRE - AC,ELEITO POR MÉDIA,1359598.81,0,19958,True,ZEZINHO BARBARY,58.0,MASCULINO,PARDA
33,10001716345,PSDB - PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,4515,SOLTEIRO(A),OUTROS,SUPERIOR INCOMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,253,False,MARCIA MARIA,51.0,FEMININO,PARDA
34,10001643702,SOLIDARIEDADE - SOLIDARIEDADE,7777,CASADO(A),ENFERMEIRO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,220000.00,0,367,False,LÍCIA FIDELIS,34.0,FEMININO,PARDA
35,10001606130,PROS - PARTIDO REPUBLICANO DA ORDEM SOCIAL,9090,CASADO(A),COMERCIANTE,ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,230,False,ROBERTO DA PRINCEZINHA,64.0,MASCULINO,BRANCA
36,10001621649,PP - PROGRESSISTAS,1100,SOLTEIRO(A),EMPRESÁRIO,SUPERIOR COMPLETO,ACRE - AC,SUPLENTE,4465500.00,0,10623,False,JOSÉ ADRIANO,56.0,MASCULINO,PARDA
37,10001670870,PATRIOTA - PATRIOTA,5123,SOLTEIRO(A),OUTROS,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,127,False,REGINA DUTRA,43.0,FEMININO,BRANCA
38,10001643704,SOLIDARIEDADE - SOLIDARIEDADE,7737,SOLTEIRO(A),EMPRESÁRIO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,208000.00,0,172,False,DAMAIRA AGUIAR,33.0,FEMININO,BRANCA
39,10001622413,PDT - PARTIDO DEMOCRÁTICO TRABALHISTA,1223,DIVORCIADO(A),ADMINISTRADOR,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,5000.00,0,420,False,ADRIANA MELO,42.0,FEMININO,PRETA
40,10001655354,PMN - PARTIDO DA MOBILIZAÇÃO NACIONAL,3322,SOLTEIRO(A),OUTROS,ENSINO FUNDAMENTAL INCOMPLETO,ACRE - AC,NÃO ELEITO,25000.00,0,40,False,JOSÉ RIBAMAR,59.0,MASCULINO,PRETA
41,10001595345,REDE - REDE SUSTENTABILIDADE,1818,CASADO(A),TRABALHADOR FLORESTAL,SUPERIOR INCOMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,2794,False,NINAWA HUNI KUI,43.0,MASCULINO,INDÍGENA
42,10001622408,PDT - PARTIDO DEMOCRÁTICO TRABALHISTA,1212,CASADO(A),DEPUTADO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,1250000.00,0,9536,False,JESUS SÉRGIO,49.0,MASCULINO,BRANCA
43,10001621643,PP - PROGRESSISTAS,1101,CASADO(A),PROFESSOR DE ENSINO SUPERIOR,SUPERIOR COMPLETO,ACRE - AC,ELEITO POR QP,400000.00,0,25842,False,SOCORRO NERI,56.0,FEMININO,BRANCA
44,10001723625,PSC - PARTIDO SOCIAL CRISTÃO,2022,SOLTEIRO(A),AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,107,False,LUANA ARAÚJO,31.0,FEMININO,PARDA
45,10001612489,UNIÃO - UNIÃO BRASIL,4412,SOLTEIRO(A),SERVIDOR PÚBLICO ESTADUAL,SUPERIOR COMPLETO,ACRE - AC,SUPLENTE,120000.00,0,1371,False,HIAMAR PINHEIRO,57.0,FEMININO,PARDA
46,10001716347,PSDB - PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,4533,CASADO(A),VEREADOR,ENSINO FUNDAMENTAL INCOMPLETO,ACRE - AC,NÃO ELEITO,60000.00,0,609,False,ZÉ PREGO,43.0,MASCULINO,PARDA
47,10001655717,PODE - PODEMOS,1991,SOLTEIRO(A),PROFESSOR DE ENSINO FUNDAMENTAL,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,372,False,ISRAEL AQUILA,41.0,MASCULINO,PARDA
48,10001612486,UNIÃO - UNIÃO BRASIL,4455,CASADO(A),DEPUTADO,SUPERIOR COMPLETO,ACRE - AC,ELEITO POR QP,76000.00,0,21285,False,MEIRE SERAFIM,47.0,FEMININO,PARDA
49,10001613552,PC do B - PARTIDO COMUNISTA DO BRASIL,6565,SOLTEIRO(A),TRABALHADOR RURAL,ENSINO FUNDAMENTAL COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,140,False,ZÉ DA ROSA,55.0,MASCULINO,PARDA
50,10001670871,PATRIOTA - PATRIOTA,5151,SOLTEIRO(A),OUTROS,LÊ E ESCREVE,ACRE - AC,NÃO ELEITO,0.00,0,57,False,JH,56.0,MASCULINO,PARDA
51,10001606129,PROS - PARTIDO REPUBLICANO DA ORDEM SOCIAL,9033,CASADO(A),POLICIAL MILITAR,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,206,False,ROGÉRIO BARROS,46.0,MASCULINO,PARDA
52,10001601537,PSD - PARTIDO SOCIAL DEMOCRÁTICO,5511,CASADO(A),OUTROS,ENSINO FUNDAMENTAL COMPLETO,ACRE - AC,NÃO ELEITO,499000.00,0,2206,False,FRANCISCO PIYÃKO,54.0,MASCULINO,INDÍGENA
53,10001613551,PT - PARTIDO DOS TRABALHADORES,1312,CASADO(A),ECONOMISTA,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,1042,False,HENRY NOGUEIRA,42.0,MASCULINO,PARDA
54,10001614245,AGIR - AGIR,3603,SOLTEIRO(A),"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,16,False,NILVA DANIEL,21.0,FEMININO,PARDA
55,10001614242,AGIR - AGIR,3654,SOLTEIRO(A),COMERCIÁRIO,ENSINO MÉDIO INCOMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,30,False,EMILSON CHAVES,45.0,MASCULINO,PARDA
56,10001716344,CIDADANIA - CIDADANIA,2323,CASADO(A),DONA DE CASA,ENSINO FUNDAMENTAL COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,119,False,PASTORA ODETE,38.0,FEMININO,PARDA
57,10001595343,PSOL - PARTIDO SOCIALISMO E LIBERDADE,5011,SOLTEIRO(A),AGRICULTOR,ENSINO FUNDAMENTAL COMPLETO,ACRE - AC,NÃO ELEITO,140000.00,0,120,False,CÉLIO ROCHA,49.0,MASCULINO,PARDA
58,10001619990,REPUBLICANOS - REPUBLICANOS,1000,CASADO(A),DEPUTADO,SUPERIOR COMPLETO,ACRE - AC,ELEITO POR QP,3290000.00,0,16280,False,ANTÔNIA LUCIA,52.0,FEMININO,PARDA
59,10001724875,MDB - MOVIMENTO DEMOCRÁTICO BRASILEIRO,1505,SOLTEIRO(A),SERVIDOR PÚBLICO CIVIL APOSENTADO,ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,88,False,EDITH MONTES,63.0,FEMININO,PARDA
60,10001619995,REPUBLICANOS - REPUBLICANOS,1023,SOLTEIRO(A),BIOMÉDICO,SUPERIOR COMPLETO,ACRE - AC,SUPLENTE,0.00,0,90,False,KATIANNY ARAÚJO,37.0,FEMININO,BRANCA
61,10001612484,UNIÃO - UNIÃO BRASIL,4488,CASADO(A),SENADOR,SUPERIOR COMPLETO,ACRE - AC,ELEITO POR MÉDIA,8746350.08,0,16786,True,DR EDUARDO VELLOSO,46.0,MASCULINO,BRANCA
62,10001601535,PSD - PARTIDO SOCIAL DEMOCRÁTICO,5523,SEPARADO(A) JUDICIALMENTE,PROFESSOR DE ENSINO MÉDIO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,3925,False,ROSANA NASCIMENTO,53.0,FEMININO,PRETA
63,10001621648,PP - PROGRESSISTAS,1177,SOLTEIRO(A),DONA DE CASA,ENSINO MÉDIO INCOMPLETO,ACRE - AC,SUPLENTE,130000.00,0,647,False,GIL TEIXEIRA,53.0,FEMININO,PARDA
64,10001601538,PSD - PARTIDO SOCIAL DEMOCRÁTICO,5544,SOLTEIRO(A),AGRICULTOR,ENSINO FUNDAMENTAL COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,1686,False,GESSI CAPELÃO,42.0,MASCULINO,PARDA
65,10001606133,PROS - PARTIDO REPUBLICANO DA ORDEM SOCIAL,9000,CASADO(A),HISTORIADOR,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,217,False,MARCOS FABRICIO,39.0,MASCULINO,PRETA
66,10001643698,SOLIDARIEDADE - SOLIDARIEDADE,7727,CASADO(A),ADMINISTRADOR,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,200,False,ANDERSON LIMA,38.0,MASCULINO,PRETA
67,10001614247,AGIR - AGIR,3600,SOLTEIRO(A),SERVIDOR PÚBLICO ESTADUAL,ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,26,False,UZIR SANTOS,37.0,MASCULINO,PARDA
68,10001619993,REPUBLICANOS - REPUBLICANOS,1010,CASADO(A),DEPUTADO,SUPERIOR COMPLETO,ACRE - AC,ELEITO POR MÉDIA,1019353.03,0,14522,True,ROBERTO DUARTE,47.0,MASCULINO,BRANCA
69,10001716343,PSDB - PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,4522,CASADO(A),POLICIAL MILITAR,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,75986.00,0,668,False,SGT LEORNE,50.0,MASCULINO,PARDA
70,10001670806,REDE - REDE SUSTENTABILIDADE,1800,SOLTEIRO(A),PSICÓLOGO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,20000.00,0,107,False,IUNA CHAVES,36.0,FEMININO,PARDA
71,10001612490,UNIÃO - UNIÃO BRASIL,4401,DIVORCIADO(A),SERVIDOR PÚBLICO ESTADUAL,SUPERIOR COMPLETO,ACRE - AC,SUPLENTE,0.00,0,1332,False,LUIZ ANUTE,56.0,MASCULINO,PARDA
72,10001606134,PROS - PARTIDO REPUBLICANO DA ORDEM SOCIAL,9009,SOLTEIRO(A),"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,85,False,ANA PAULA,38.0,FEMININO,BRANCA
73,10001670874,PATRIOTA - PATRIOTA,5122,CASADO(A),OUTROS,ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,526500.00,0,307,False,PASTOR RENILDO,55.0,MASCULINO,PARDA
74,10001642336,MDB - MOVIMENTO DEMOCRÁTICO BRASILEIRO,1507,CASADO(A),POLICIAL MILITAR,ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,32,False,ALDA RADINE,42.0,FEMININO,BRANCA
75,10001670869,PATRIOTA - PATRIOTA,5188,CASADO(A),OUTROS,LÊ E ESCREVE,ACRE - AC,NÃO ELEITO,0.00,0,595,False,PASTOR ANTÔNIO JOSÉ,62.0,MASCULINO,PARDA
76,10001606131,PROS - PARTIDO REPUBLICANO DA ORDEM SOCIAL,9099,SOLTEIRO(A),POLICIAL CIVIL,ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,129,False,WILLINGTON (WA),47.0,MASCULINO,PRETA
77,10001655723,PODE - PODEMOS,1910,SOLTEIRO(A),OUTROS,ENSINO FUNDAMENTAL COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,1153,False,LUDMILLA CAVALCANTE,24.0,FEMININO,BRANCA
78,10001622410,PDT - PARTIDO DEMOCRÁTICO TRABALHISTA,1234,SOLTEIRO(A),OUTROS,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,883,False,JORGE LUÍS,30.0,MASCULINO,PARDA
79,10001649415,PSB - PARTIDO SOCIALISTA BRASILEIRO,4077,DIVORCIADO(A),SERVIDOR PÚBLICO ESTADUAL,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,265000.00,0,367,False,PROFESSORA ROSINEIA FROTA ,44.0,FEMININO,BRANCA
80,10001642338,MDB - MOVIMENTO DEMOCRÁTICO BRASILEIRO,1568,CASADO(A),OUTROS,ENSINO FUNDAMENTAL COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,201,False,JEFFERSON MONTEIRO SOARES,32.0,MASCULINO,PARDA
81,10001606126,PROS - PARTIDO REPUBLICANO DA ORDEM SOCIAL,9011,SOLTEIRO(A),POLICIAL MILITAR,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,36,False,CABRAL,51.0,MASCULINO,BRANCA
82,10001643701,SOLIDARIEDADE - SOLIDARIEDADE,7733,CASADO(A),OUTROS,ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,120000.00,0,398,False,JESUS SILVA,49.0,MASCULINO,PRETA
83,10001670873,PATRIOTA - PATRIOTA,5115,SOLTEIRO(A),PROFESSOR DE ENSINO MÉDIO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,21,False,NAZARE PEIXOTO,76.0,FEMININO,PARDA
84,10001621647,PP - PROGRESSISTAS,1123,SOLTEIRO(A),MÉDICO,SUPERIOR COMPLETO,ACRE - AC,SUPLENTE,274670.09,0,2258,False,DR NOGUEIRA,37.0,MASCULINO,PRETA
85,10001595342,PSOL - PARTIDO SOCIALISMO E LIBERDADE,5055,SOLTEIRO(A),"TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO",SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,225000.00,0,175,False,NILDA SAUL,53.0,FEMININO,PRETA
86,10001622411,PDT - PARTIDO DEMOCRÁTICO TRABALHISTA,1221,CASADO(A),OUTROS,SUPERIOR INCOMPLETO,ACRE - AC,NÃO ELEITO,115000.00,0,681,False,DJE CAVALCANTE,38.0,FEMININO,BRANCA
87,10001601534,PSD - PARTIDO SOCIAL DEMOCRÁTICO,5522,CASADO(A),PEDAGOGO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,6148,False,JESUITA ARRUDA,59.0,FEMININO,PRETA
88,10001622412,PDT - PARTIDO DEMOCRÁTICO TRABALHISTA,1277,DIVORCIADO(A),ENGENHEIRO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,9282992.97,0,5973,False,ORLEILSON CAMELI,47.0,MASCULINO,BRANCA
89,10001655722,PODE - PODEMOS,1911,CASADO(A),SERVIDOR PÚBLICO ESTADUAL,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,50000.00,0,1061,False,LEILA HOLANDA,49.0,FEMININO,PARDA
90,10001601532,PSD - PARTIDO SOCIAL DEMOCRÁTICO,5555,CASADO(A),ASSISTENTE SOCIAL,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,55000.00,0,3270,False,LENE PETECÃO,59.0,FEMININO,BRANCA
91,10001655355,PMN - PARTIDO DA MOBILIZAÇÃO NACIONAL,3355,CASADO(A),DONA DE CASA,ENSINO FUNDAMENTAL INCOMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,29,False,ROZANA SOUSA,37.0,FEMININO,PRETA
92,10001601536,PSD - PARTIDO SOCIAL DEMOCRÁTICO,5577,SOLTEIRO(A),OUTROS,ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,290000.00,0,1372,False,CLERTON SOUZA,39.0,MASCULINO,PARDA
93,10001614197,PC do B - PARTIDO COMUNISTA DO BRASIL,6513,CASADO(A),ADMINISTRADOR,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,960000.00,0,14914,False,PERPETUA ALMEIDA,58.0,FEMININO,PARDA
94,10001614246,AGIR - AGIR,3636,DIVORCIADO(A),EMPRESÁRIO,ENSINO FUNDAMENTAL INCOMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,50,False,JINKINGS,51.0,MASCULINO,PARDA
95,10001612491,UNIÃO - UNIÃO BRASIL,4477,CASADO(A),ADMINISTRADOR,SUPERIOR COMPLETO,ACRE - AC,SUPLENTE,2240580.00,0,4238,False,MIRLA MIRANDA,43.0,FEMININO,BRANCA
96,10001619996,REPUBLICANOS - REPUBLICANOS,1044,CASADO(A),BOMBEIRO MILITAR,SUPERIOR COMPLETO,ACRE - AC,SUPLENTE,938000.00,0,1649,False,CORONEL EUDEMIR,53.0,MASCULINO,PARDA
97,10001614196,PT - PARTIDO DOS TRABALHADORES,1314,CASADO(A),ADMINISTRADOR,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,464,False,IRENÍ UCHÔA,49.0,FEMININO,PARDA
98,10001649413,PSB - PARTIDO SOCIALISTA BRASILEIRO,4044,CASADO(A),OUTROS,ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,110000.00,0,248,False,LÚBIA ARAÚJO,49.0,FEMININO,PARDA
99,10001642337,MDB - MOVIMENTO DEMOCRÁTICO BRASILEIRO,1512,DIVORCIADO(A),EMPRESÁRIO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,40000.00,0,353,False,AMARALDO PASCOAL,60.0,MASCULINO,PARDA
100,10001619991,REPUBLICANOS - REPUBLICANOS,1090,SOLTEIRO(A),POLICIAL MILITAR,SUPERIOR COMPLETO,ACRE - AC,SUPLENTE,11000.00,0,1478,False,SARGENTO PAZ,34.0,MASCULINO,PARDA
101,10001613550,PT - PARTIDO DOS TRABALHADORES,1331,CASADO(A),DEPUTADO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,203757.35,0,12304,False,LEO DE BRITO,43.0,MASCULINO,BRANCA
102,10001642335,MDB - MOVIMENTO DEMOCRÁTICO BRASILEIRO,1569,DIVORCIADO(A),EMPRESÁRIO,ENSINO MÉDIO COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,694,False,HAMILTON LIDERANÇA,63.0,MASCULINO,PARDA
103,10001716342,PSDB - PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,4555,SOLTEIRO(A),ARQUITETO,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,220000.00,0,4711,False,LANNA VAZ,31.0,FEMININO,PARDA
104,10001622409,PDT - PARTIDO DEMOCRÁTICO TRABALHISTA,1227,CASADO(A),OUTROS,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,524,False,EMIR MENDONÇA,55.0,MASCULINO,PRETA
105,10001723626,PSC - PARTIDO SOCIAL CRISTÃO,2000,CASADO(A),APOSENTADO (EXCETO SERVIDOR PÚBLICO),ENSINO FUNDAMENTAL INCOMPLETO,ACRE - AC,NÃO ELEITO,22000.00,0,327,False,SGT CARLOS TANACA,50.0,MASCULINO,PARDA
106,10001643700,SOLIDARIEDADE - SOLIDARIEDADE,7789,DIVORCIADO(A),SERVIDOR PÚBLICO ESTADUAL,SUPERIOR COMPLETO,ACRE - AC,NÃO ELEITO,0.00,0,1636,False,JANES PETECA,44.0,MASCULINO,PARDA
